text;emotion
""Watched the movie Oppenheimer.  Seems everyone get his or her own take on this history. Nuclear, communism sympathy, mixed with extraordinary talent.  Einsteinâ€™s chat with Oppenheimer was epic!  Glad America won the WW2!"";-1
Just Watched Oppenheimer in Cinemas i will Rate it 8.8 out of 10. Reason is its simply too long with the Tests being only  a very small part of the film.;1
""I just watched it all in a second, now I gotta ask, where's the hype come from? It's just a brown screen I mean clearly Oppenheimer is better, since at least that was a rickroll for 2 hours, which is more eventful than this trash."";-1
Watched Oppenheimer today. I was prepared to set aside my preconceived notions about American war movies. But no. So much American exceptionalism and nationalism that the movie wants you to think it questions but fails miserably in doing so.;-1
""And as @kdcloudy would agree, if you're in Delhi-NCR, watch Oppenheimer at PVR Logix, the biggest possible IMAX screen in and around the city. Nothing like it. Watched it already? Go for round 2. Just like I will."";-1
Films I watched this month: 1âƒ£ Coherence (sci-fi) 2âƒ£ Oppenheimer (historical documetary) 3âƒ£ Barbie (comedy);-1
when I watched Oppenheimer all I could do was stare at him;-1
I watched oppenheimer yesterday. It's an awesome movie!!;1
""Watched Barbie, the new insidious and now Oppenheimer in one week. ğŸ’€ rip money"";-1
just watched Oppenheimer ğŸ’¯ğŸ’¯;-1
""Watched Oppenheimer today. 3 hours felt short though..or just enough. I donâ€™t think it is heavy. Probably bcs I watched too much movie like thisğŸ˜‚ (eg: The Big Short, Spotlight, Darkest Hour.)"";-1
You like Interstellar more than Oppenheimer? I just watched Interstellar yesterday and at least my experience was way more positive with Oppenheimer;-1
Outstanding movie and performances!  Cillian Murphy was amazing in his portrayal of Oppenheimer. First 3 hour movie that Iâ€™ve watched in a theatre - it should win many awards;-1
Watched Oppenheimer was absolutely amazing;1
Watched Oppenheimer today and it's absolutely worth all the hype. One of the best movies of this year.;1
""Watched Oppenheimer today & itâ€™s bloody fantastic, so going again next Sunday! Watching Adam Driver in 65, doesnâ€™t come even close."";-1
Forgot to say I watched Oppenheimer yesterday and itâ€™s so good. Like everyone was acting their asses off especially emily blunt sheâ€™s deffo getting an oscar nomination next year;1
OP posted she watched Oppenheimer with Julie GonzaloğŸ˜­ https://nitter.tux.pizza/notsmhz/status/1685699440395603968?t=nzNGag0IBVg2rPiWJDua3g&s=19;-1
""Warra day, watched Oppenheimer, now we're going to Gerena for my lil bro's first game"";-1
watched Oppenheimer is good;1
""Just watched Oppenheimer so I must say that the theatre didnâ€™t explode, which lowered experience quality x"";-1
Just watched Oppenheimer  This film is top tier from a storytelling and a history perspective -respectively a history nerd;1
""The narrative structure in the first and second act of Oppenheimer was incredible, its been almost a week since I watched it and I can't stop thinking about it."";-1
JUST watched oppenheimer.... Omg;1
Finally watched #Oppenheimer today.  Can safely say that #Interstellar is still the best movie made by #ChristopherNolan that I have watched till date. And #TheDarkKnightRises comes a close second. I will leave it at that.  #OppenheimerReview;-1
""Still no Oppenheimer. It's been over a week. It's fucking painful having to wait this long. I hate conflicting schedules especially when it kiIIs 6 days of the week. But this upcoming weekend for sure. I can do this, I've watched Spider Verse 3 weeks after, I can do this."";-1
Watched Oppenheimer;-1
""just watched oppenheimer again, its better the second time"";1
Finally watched Oppenheimer and missed everything that happened on stan twt today;-1
My chakras are realigned. (watched Barbie and Oppenheimer);-1
Bro no way you watched this instead of oppenheimer?  Unfollowing ğŸ’€ğŸ’€ğŸ’€;-1
""It looks good yeah. Christopher Nolan doesn't miss. It depends on what you like. If you're into a well-done, super serious biopic, Oppenheimer is for you. Some people are bored to death by such a movie. For me it depends on what how I'm feeling. I watched Anais in love yesterday"";-1
Dude I watched Oppenheimer with my brother on en edible last night and it was A LOT;-1
""Having watched Oppenheimer the film recently, I'm looking forward to reading these essays."";-1
Iâ€™m convinced he would be seeing Barbie twice and simply wouldâ€™ve watched Oppenheimer later in 652 parts on tiktok;-1
""as soon as the black child prodigy hops on a meme yall suddenly get off barbenheimers meat  and dont fucking argue about them """"not knowing the wrath of the bomb"""" because you clearly havent even watched oppenheimer which delivers that fucking message in a powerful way"";-1
""Watched Oppenheimer last night and Iâ€™m still not over it. Easily the best piece of cinema Iâ€™ve ever graced my eyes upon and unequivocally the best thing Iâ€™ve subjected my ears to as well, as the soundtrack was just so beautiful."";-1
""Based on Zack's views on movie age ratings  he's talked about in the past, it's very likely his younger kids might have watched Oppenheimer"";-1
""Just watched Oppenheimer again and Iâ€™m seriously in love with cilian Murphy, Emily blunt, Robert Downey jr, rami malek full cast basicallyğŸ« "";-1
""Awesome weekend btw. Meet and hangout with some friends, watched muse live, watched oppenheimer. Met some more old friends."";-1
HAHAHAHAHAHAHAH Bs I watched the last 1h of oppenheimer online w ma anja2 knt 3m befham bcz low quality so that's my concern;-1
I actually watched Rocky and Rani ki Prem kahani a day after i watched Oppenheimer. Why did i ever agree to this.;-1
Watched Oppenheimer and the person behind me in the end shouted 'movie ki to yr kakh smjh nhi ayi' ğŸ¤£;-1
Have you even watched Oppenheimer? The movie in no way justifies the bombings. Its tells the story from Oppieâ€™s perspective - the only reason why he was motivated to work on the project was the Nazis not building the bomb first - God knows what the Nazis would have done with it;-1
""my weekend well spent!!   In a day, Iâ€™ve watched Barbie - Oppenheimer - Mission Impossible !!!!!!!!   penat but worth it~"";-1
""I watched #Oppenheimer a masterful film, the performance of the actors, the images, the music everything is incredible.."";1
ngl I watched oppenheimer yesterday. went home and immediately slept for 14 hours;-1
""*Watched """"Oppenheimer"""" today...* Physics has been always my most favourite subject. So many Physicists on screen Einstein, Neils Bohr, Ernest Lawrence, Richard Feynman, Oppenheimer etc on screen....PURE GOOSEBUMPS !!!"";-1
""I watched Barbie and Oppenheimer last week, Oppenheimer is a masterpiece by Chris Nolan.  Barbie was truly entertaining, and it's its own genre, is what I got from watching the movie.  When someone asks my opinion about Barbie, I say the genre is Barbie."";-1
""Watched Oppenheimer. Iâ€™ve been thinking about how the utter horror and trauma of World War Two is what might have broken Western Civilization. Atheism, globalism, self-hatred and post-modernism all arose from the rubble of that war. Western civilization hasnâ€™t healed from it yet."";-1
haven't found time to start young blood 2 (ğŸ˜­) but i finally watched oppenheimer yesterday!! it was a really amazing cinematic experience. my heart was hammering the whole time (even though i feel soooo tiny and dumb in the world of physics);-1
i watched oppenheimer with my dad and he clapped when they mentioned kennedy;-1
""In a world of Barbies and Oppenheimers, I'm a Mission Impossible.  (and the last one I watched was John Wick. So yeah, I'm that kind of person.)"";-1
watched oppenheimer in imax ğŸ™ just how nolan intended ğŸ§¿ğŸ‘„ğŸ§¿;-1
Iâ€™m glad I didnâ€™t listen to the tiktok reviews about Oppenheimer bc I just watched it and I rate it 9/10;1
I watched Oppenheimer and got home so ?? Tired ??;-1
""I just watched Oppenheimer, and I want to watch it again.  It's the best movie I've watched since Parasite, and I consider Oppenheimer Nolan's best work.  There are many things to be said about not only the movie but the real story and choices that were made."";-1
Watched Oppenheimer last night with the boys well it was two couples next to me and I was third wheeling in the middle but anyway what a cinematic experience ğŸ”¥;-1
""just watched oppenheimer first row, don't do this"";-1
""Watched Oppenheimer!  Mr Oppie ' quantum physics to atomic bomb journey   moral conflict & delimma Excellent  tribute to Father of atomic bomb,loved it What are the latest research in quantum mechanics ? Have you seen ghost particles? Neutrinos subatomic particles   #Oppenheimer"";-1
""First I read:  """"Oppenheimer is one of the very few movies that last 10 years...""""  ...and I thought this might be actually the only movie this long.  But then I thought of movies that were so boring they felt like eternity, being watched. Hope I won't feel this way w/#Oppenheimer."";-1
I belong to 20% of that population who haven't watched either Barbie or Oppenheimer yet.;-1
@elonmusk take down Oppenheimer spoiler videos. Not all of us have watched it yet ğŸ‘€ Free speech can wait.;-1
Sorry guys I have been out for so long. I am doing better now! I will be back streaming during this week or so. And Iâ€™ll be streaming more! I do have my own room as well just haven't found the right time.   And I watched Barbie and Oppenheimer and I did enjoy Oppenheimer more.;-1
I watched Oppenheimer yesterday! It was a really great movie! ğŸ˜ƒ  What do you think about it?;1
monu have u watched oppenheimer;-1
""Literally these people act like there is a gun to their heads. I watched Oppenheimer yesterday and that movies dialogue moves so fast, the sound, the editing all of it are paced fast. How do you have a second to even pick up your phone if youâ€™re actually watching the movie?"";-1
